TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
52:14.3,0.13,0.13        ,0.26      ,-0.16
52:14.3,0.13,0.13        ,0.26      ,-0.16
52:14.3,0.13,0.13        ,0.26      ,-0.16
52:14.3,0.13,0.13        ,0.26      ,-0.15
52:14.3,0.13,0.13        ,0.26      ,-0.15
52:14.3,0.13,0.13        ,0.25      ,-0.15
52:14.3,0.13,0.13        ,0.25      ,-0.15
52:14.3,0.13,0.13        ,0.25      ,-0.15
52:14.3,0.13,0.13        ,0.25      ,-0.15
52:14.3,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.15
52:14.4,0.13,0.13        ,0.25      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.4,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.24      ,-0.14
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.5,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.23      ,-0.13
52:14.6,0.13,0.13        ,0.22      ,-0.13
52:14.6,0.13,0.13        ,0.22      ,-0.13
52:14.6,0.13,0.13        ,0.22      ,-0.12
52:14.6,0.13,0.13        ,0.22      ,-0.12
52:14.6,0.13,0.13        ,0.22      ,-0.12
52:14.6,0.13,0.13        ,0.22      ,-0.12
52:14.6,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.22      ,-0.12
52:14.7,0.13,0.13        ,0.21      ,-0.12
52:14.7,0.13,0.13        ,0.21      ,-0.12
52:14.7,0.13,0.13        ,0.21      ,-0.12
52:14.7,0.13,0.13        ,0.21      ,-0.11
52:14.7,0.13,0.13        ,0.21      ,-0.11
52:14.7,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.21      ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.11
52:14.8,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.2       ,-0.1
52:14.9,0.13,0.13        ,0.19      ,-0.1
52:14.9,0.13,0.13        ,0.19      ,-0.1
52:14.9,0.13,0.13        ,0.19      ,-0.1
52:14.9,0.13,0.13        ,0.19      ,-0.1
52:14.9,0.13,0.13        ,0.19      ,-0.1
52:15.0,0.13,0.13        ,0.19      ,-0.1
52:15.0,0.13,0.13        ,0.19      ,-0.1
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.19      ,-0.09
52:15.0,0.13,0.13        ,0.18      ,-0.09
52:15.0,0.13,0.13        ,0.18      ,-0.09
52:15.0,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.09
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.1,0.13,0.13        ,0.18      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.08
52:15.2,0.13,0.13        ,0.17      ,-0.07
52:15.3,0.13,0.13        ,0.17      ,-0.07
52:15.3,0.13,0.13        ,0.17      ,-0.07
52:15.3,0.13,0.13        ,0.17      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.3,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.07
52:15.4,0.13,0.13        ,0.16      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.4,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.12,0.13        ,0.15      ,-0.06
52:15.5,0.1 ,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.5,0.13,0.13        ,0.15      ,-0.06
52:15.6,0.13,0.13        ,0.15      ,-0.06
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.6,0.13,0.13        ,0.15      ,-0.05
52:15.7,0.13,0.13        ,0.15      ,-0.05
52:15.7,0.13,0.13        ,0.15      ,-0.05
52:15.7,0.13,0.13        ,0.15      ,-0.05
52:15.7,0.13,0.13        ,0.15      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.7,0.13,0.13        ,0.14      ,-0.05
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.8,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:15.9,0.13,0.13        ,0.14      ,-0.04
52:16.0,0.13,0.13        ,0.14      ,-0.04
52:16.0,0.13,0.13        ,0.14      ,-0.03
52:16.0,0.13,0.13        ,0.14      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.0,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.1,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.03
52:16.2,0.13,0.13        ,0.13      ,-0.02
52:16.2,0.13,0.13        ,0.12      ,-0.02
52:16.2,0.13,0.13        ,0.12      ,-0.02
52:16.2,0.13,0.13        ,0.12      ,-0.02
52:16.2,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.3,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.4,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.12      ,-0.02
52:16.5,0.13,0.13        ,0.11      ,-0.02
52:16.5,0.13,0.13        ,0.11      ,-0.02
52:16.5,0.13,0.13        ,0.11      ,-0.01
52:16.5,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.6,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.7,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.8,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:16.9,0.13,0.13        ,0.11      ,-0.01
52:17.0,0.13,0.13        ,0.11      ,-0.01
52:17.0,0.13,0.13        ,0.12      ,-0.01
52:17.0,0.13,0.13        ,0.12      ,-0.01
52:17.0,0.13,0.13        ,0.12      ,-0.01
52:17.0,0.13,0.13        ,0.12      ,-0.01
52:17.0,0.13,0.13        ,0.12      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.13      ,-0.01
52:17.0,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.14      ,-0.01
52:17.1,0.13,0.13        ,0.15      ,-0.01
52:17.1,0.13,0.13        ,0.15      ,-0.01
52:17.1,0.13,0.13        ,0.15      ,-0.01
52:17.1,0.13,0.13        ,0.15      ,-0.01
52:17.1,0.13,0.13        ,0.15      ,0
52:17.1,0.13,0.13        ,0.15      ,0
52:17.1,0.13,0.13        ,0.15      ,0
52:17.1,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.16      ,0
52:17.2,0.13,0.13        ,0.17      ,0
52:17.2,0.13,0.13        ,0.17      ,0
52:17.2,0.13,0.13        ,0.17      ,0
52:17.2,0.13,0.13        ,0.17      ,0
52:17.2,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.17      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.3,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.18      ,0
52:17.4,0.13,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.4,0.13,0.13        ,0.19      ,0
52:17.4,0.14,0.13        ,0.19      ,0
52:17.5,0.14,0.13        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.5,0.14,0.14        ,0.19      ,0
52:17.6,0.14,0.14        ,0.19      ,0
52:17.6,0.13,0.14        ,0.2       ,0
52:17.6,0.13,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.6,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.13,0.14        ,0.2       ,0
52:17.7,0.13,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.13,0.14        ,0.2       ,0
52:17.7,0.13,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.7,0.14,0.14        ,0.2       ,0
52:17.8,0.13,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.8,0.14,0.14        ,0.2       ,0
52:17.9,0.14,0.14        ,0.2       ,0
52:17.9,0.14,0.14        ,0.2       ,0
52:17.9,0.14,0.14        ,0.2       ,0
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:17.9,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.13,0.14        ,0.2       ,-0.01
52:18.0,0.13,0.14        ,0.2       ,-0.01
52:18.0,0.14,0.14        ,0.2       ,-0.01
52:18.0,0.13,0.14        ,0.2       ,-0.01
52:18.0,0.13,0.14        ,0.2       ,-0.01
52:18.0,0.13,0.14        ,0.19      ,-0.01
52:18.1,0.13,0.14        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.13,0.13        ,0.19      ,-0.01
52:18.1,0.13,0.13        ,0.19      ,-0.01
52:18.1,0.13,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.1,0.13,0.13        ,0.19      ,-0.01
52:18.1,0.14,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.14,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.2,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.19      ,-0.01
52:18.3,0.13,0.13        ,0.18      ,-0.01
52:18.3,0.13,0.13        ,0.18      ,-0.01
52:18.3,0.13,0.13        ,0.18      ,-0.01
52:18.3,0.13,0.13        ,0.18      ,-0.01
52:18.3,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
52:18.4,0.13,0.13        ,0.18      ,-0.01
