TIME   ,GSR ,EDA_Filtered,EDA_Phasic,EDA_Tonic
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.6,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.7,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.8,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:37.9,0.14,0.14        ,0.32      ,-0.01
52:38.0,0.14,0.14        ,0.32      ,-0.01
52:38.0,0.14,0.14        ,0.32      ,-0.01
52:38.0,0.14,0.14        ,0.33      ,-0.01
52:38.0,0.14,0.14        ,0.33      ,-0.01
52:38.0,0.14,0.14        ,0.33      ,-0.01
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.0,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.1,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.2,0.14,0.14        ,0.33      ,-0.02
52:38.3,0.14,0.14        ,0.33      ,-0.02
52:38.3,0.14,0.14        ,0.33      ,-0.02
52:38.3,0.14,0.14        ,0.34      ,-0.02
52:38.3,0.14,0.14        ,0.34      ,-0.02
52:38.3,0.14,0.14        ,0.34      ,-0.02
52:38.3,0.14,0.14        ,0.34      ,-0.02
52:38.3,0.14,0.14        ,0.35      ,-0.02
52:38.3,0.14,0.14        ,0.35      ,-0.02
52:38.3,0.14,0.14        ,0.35      ,-0.02
52:38.3,0.14,0.14        ,0.35      ,-0.02
52:38.3,0.14,0.14        ,0.36      ,-0.02
52:38.3,0.15,0.14        ,0.36      ,-0.02
52:38.3,0.14,0.14        ,0.36      ,-0.02
52:38.4,0.14,0.14        ,0.36      ,-0.02
52:38.4,0.14,0.14        ,0.36      ,-0.02
52:38.4,0.14,0.14        ,0.37      ,-0.02
52:38.4,0.14,0.14        ,0.37      ,-0.02
52:38.4,0.14,0.14        ,0.37      ,-0.02
52:38.4,0.15,0.14        ,0.37      ,-0.02
52:38.4,0.14,0.14        ,0.37      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.4,0.14,0.14        ,0.38      ,-0.02
52:38.5,0.14,0.14        ,0.38      ,-0.02
52:38.5,0.14,0.14        ,0.39      ,-0.02
52:38.5,0.14,0.14        ,0.39      ,-0.02
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.39      ,-0.03
52:38.5,0.14,0.14        ,0.4       ,-0.03
52:38.5,0.14,0.14        ,0.4       ,-0.03
52:38.5,0.14,0.14        ,0.4       ,-0.03
52:38.5,0.14,0.14        ,0.4       ,-0.03
52:38.6,0.14,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.4       ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.6,0.14,0.14        ,0.41      ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.6,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.14,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.14,0.14        ,0.41      ,-0.03
52:38.7,0.15,0.14        ,0.41      ,-0.03
52:38.7,0.14,0.14        ,0.42      ,-0.03
52:38.7,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.8,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.14        ,0.42      ,-0.03
52:38.9,0.14,0.15        ,0.42      ,-0.03
52:38.9,0.15,0.15        ,0.42      ,-0.03
52:38.9,0.15,0.15        ,0.42      ,-0.03
52:38.9,0.14,0.15        ,0.43      ,-0.03
52:38.9,0.14,0.15        ,0.43      ,-0.03
52:38.9,0.15,0.15        ,0.43      ,-0.04
52:38.9,0.15,0.15        ,0.43      ,-0.04
52:39.0,0.15,0.15        ,0.43      ,-0.04
52:39.0,0.14,0.15        ,0.43      ,-0.04
52:39.0,0.14,0.15        ,0.43      ,-0.04
52:39.0,0.14,0.15        ,0.44      ,-0.04
52:39.0,0.14,0.15        ,0.44      ,-0.04
52:39.0,0.15,0.15        ,0.44      ,-0.04
52:39.0,0.14,0.15        ,0.45      ,-0.04
52:39.0,0.14,0.15        ,0.45      ,-0.04
52:39.0,0.14,0.15        ,0.46      ,-0.04
52:39.0,0.14,0.15        ,0.46      ,-0.04
52:39.0,0.15,0.15        ,0.46      ,-0.04
52:39.0,0.15,0.15        ,0.47      ,-0.04
52:39.0,0.15,0.15        ,0.47      ,-0.04
52:39.1,0.14,0.15        ,0.47      ,-0.04
52:39.1,0.15,0.15        ,0.48      ,-0.04
52:39.1,0.14,0.15        ,0.48      ,-0.04
52:39.1,0.14,0.15        ,0.48      ,-0.04
52:39.1,0.14,0.15        ,0.49      ,-0.04
52:39.1,0.14,0.15        ,0.49      ,-0.04
52:39.1,0.15,0.15        ,0.49      ,-0.04
52:39.1,0.15,0.15        ,0.5       ,-0.04
52:39.1,0.15,0.15        ,0.5       ,-0.04
52:39.1,0.15,0.15        ,0.5       ,-0.04
52:39.1,0.15,0.15        ,0.5       ,-0.04
52:39.1,0.15,0.15        ,0.51      ,-0.04
52:39.1,0.15,0.15        ,0.51      ,-0.04
52:39.2,0.15,0.15        ,0.51      ,-0.04
52:39.2,0.15,0.15        ,0.52      ,-0.04
52:39.2,0.15,0.15        ,0.52      ,-0.04
52:39.2,0.15,0.15        ,0.52      ,-0.04
52:39.2,0.15,0.15        ,0.52      ,-0.04
52:39.2,0.15,0.15        ,0.52      ,-0.04
52:39.2,0.15,0.15        ,0.53      ,-0.04
52:39.2,0.15,0.15        ,0.53      ,-0.04
52:39.2,0.15,0.15        ,0.53      ,-0.04
52:39.2,0.15,0.15        ,0.53      ,-0.04
52:39.2,0.15,0.15        ,0.54      ,-0.04
52:39.2,0.15,0.15        ,0.54      ,-0.04
52:39.3,0.15,0.15        ,0.54      ,-0.04
52:39.3,0.15,0.15        ,0.54      ,-0.04
52:39.3,0.15,0.15        ,0.54      ,-0.04
52:39.3,0.15,0.15        ,0.54      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.55      ,-0.04
52:39.3,0.15,0.15        ,0.56      ,-0.04
52:39.3,0.15,0.15        ,0.56      ,-0.04
52:39.3,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.56      ,-0.04
52:39.4,0.15,0.15        ,0.57      ,-0.04
52:39.4,0.15,0.15        ,0.57      ,-0.04
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.4,0.15,0.15        ,0.57      ,-0.05
52:39.5,0.15,0.15        ,0.57      ,-0.05
52:39.5,0.15,0.15        ,0.57      ,-0.05
52:39.5,0.15,0.15        ,0.57      ,-0.05
52:39.5,0.15,0.15        ,0.57      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.5,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.6,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.7,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.8,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.05
52:39.9,0.15,0.15        ,0.58      ,-0.06
52:39.9,0.15,0.15        ,0.58      ,-0.06
52:39.9,0.15,0.15        ,0.58      ,-0.06
52:39.9,0.15,0.15        ,0.58      ,-0.06
52:39.9,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.0,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.1,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.2,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.3,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.58      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.4,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.06
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.5,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.6,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.7,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.8,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:40.9,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.0,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.1,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.2,0.15,0.15        ,0.59      ,-0.07
52:41.3,0.15,0.15        ,0.59      ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.3,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.4,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
52:41.5,0.15,0.15        ,0.6       ,-0.07
